Status_Rawan,Pendidikan_KRT,KRT_Rawan,Penerima_Transfer,Aset_Tanah,Akses_Internet,Sakit_Namun_Tidak_Rawat_Jalan,PKH,KKS,BPNT,Bantuan_Pemda,BPJS,Jamkesda,KIP,PIP,Jenis_Atap,Jenis_Lantai,Jenis_Dinding,Luas_Lantai,Listrik,Bahan_Bakar_Masak,Sumber_Air_Minum,Air_Minum_Layak,Sanitasi_Layak,Jenis_Kelamin_KRT,Umur_KRT,Status_Bekerja_KRT,ART,ART014,Buta_Huruf,Perokok,Status_Bangunan,Tabungan,Status_Daerah,Akses_KUR
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,56,Listrik,LPG 3Kg,Sumur bor/pompa,Ya,Ya,Laki-Laki,43,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,48,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,56,Ya,5 atau lebih,1,Tidak Ada,1,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,42,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,63,Ya,5 atau lebih,1,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,128,Listrik,LPG 3Kg,Lainnya,Ya,Tidak,Laki-Laki,55,Ya,3,Tidak Ada,1,2 atau lebih,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,100,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,56,Tidak,2,Tidak Ada,Tidak Ada,1,Bebas Sewa,1,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,30,Listrik,Minyak tanah,Lainnya,Tidak,Tidak,Laki-Laki,25,Ya,3,1,Tidak Ada,1,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,42,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,47,Ya,4,2,Tidak Ada,1,Dinas,2 atau lebih,Kota,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,Seng,Lainnya,Tembok/Plesteran/anyaman,70,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,38,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,66,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,50,Ya,3,Tidak Ada,1,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,49,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,53,Ya,5 atau lebih,1,Tidak Ada,2 atau lebih,Milik sendiri,1,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,36,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,59,Ya,3,Tidak Ada,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,36,Listrik,LPG 3Kg,Sumur bor/pompa,Ya,Tidak,Laki-Laki,29,Ya,3,1,Tidak Ada,Tidak Ada,Bebas Sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,Ya,Ya,Seng,Semen/bata merah,Kayu/Papan,42,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,52,Ya,4,2,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Lainnya,28,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,43,Ya,4,2,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,48,Listrik,LPG 3Kg,Lainnya,Ya,Tidak,Laki-Laki,57,Ya,2,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,48,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,32,Ya,4,2,Tidak Ada,1,Bebas Sewa,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,25,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,38,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Kontrak/sewa,Tidak Ada,Kota,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,42,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,47,Ya,3,Tidak Ada,Tidak Ada,Tidak Ada,Kontrak/sewa,1,Kota,Tidak
Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,90,Listrik,Kayu Bakar,Lainnya,Ya,Tidak,Perempuan,56,Ya,1,Tidak Ada,Tidak Ada,Tidak Ada,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,72,Listrik,LPG 3Kg,Leding,Ya,Ya,Laki-Laki,46,Ya,4,Tidak Ada,Tidak Ada,1,Bebas Sewa,Tidak Ada,Desa,Tidak
Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Kayu/Papan,36,Listrik,Kayu Bakar,Lainnya,Tidak,Tidak,Laki-Laki,61,Ya,2,Tidak Ada,Tidak Ada,Tidak Ada,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,56,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,28,Ya,4,2,Tidak Ada,1,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,64,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,49,Ya,4,1,Tidak Ada,Tidak Ada,Kontrak/sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,25,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,31,Ya,3,1,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,80,Listrik,Minyak tanah,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,26,Ya,2,Tidak Ada,Tidak Ada,1,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,45,Listrik,LPG 3Kg,Sumur bor/pompa,Tidak,Tidak,Laki-Laki,29,Ya,3,1,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Beton,Marmer/Keramik,Tembok/Plesteran/anyaman,60,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,44,Ya,5 atau lebih,2,Tidak Ada,1,Bebas Sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,60,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,31,Ya,4,1,Tidak Ada,2 atau lebih,Bebas Sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,30,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,48,Ya,5 atau lebih,2,Tidak Ada,1,Bebas Sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,80,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,60,Tidak,4,Tidak Ada,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Ya,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,120,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,75,Tidak,5 atau lebih,2,Tidak Ada,2 atau lebih,Kontrak/sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,Tidak Tamat SD,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Beton,Marmer/Keramik,Tembok/Plesteran/anyaman,150,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Perempuan,43,Ya,5 atau lebih,2,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,100,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,39,Ya,5 atau lebih,3 atau lebih,Tidak Ada,Tidak Ada,Kontrak/sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,30,Listrik,Kayu Bakar,Lainnya,Ya,Ya,Perempuan,52,Ya,3,Tidak Ada,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,35,Listrik,Minyak tanah,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,32,Ya,4,1,Tidak Ada,1,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,192,Listrik,LPG 3Kg,Leding,Ya,Ya,Laki-Laki,46,Ya,5 atau lebih,2,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,36,Listrik,LPG 3Kg,Sumur bor/pompa,Ya,Tidak,Laki-Laki,30,Ya,3,1,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,42,Listrik,Lainnya,Lainnya,Ya,Ya,Laki-Laki,61,Ya,5 atau lebih,1,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Seng,Parket/vinil/karpet,Tembok/Plesteran/anyaman,128,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,47,Ya,4,1,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Seng,Semen/bata merah,Kayu/Papan,75,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,46,Ya,5 atau lebih,2,Tidak Ada,2 atau lebih,Kontrak/sewa,Tidak Ada,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,90,Listrik,LPG 3Kg,Sumur bor/pompa,Tidak,Ya,Laki-Laki,61,Ya,3,Tidak Ada,Tidak Ada,2 atau lebih,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,185,Listrik,LPG 3Kg,Leding,Ya,Ya,Laki-Laki,44,Ya,3,Tidak Ada,Tidak Ada,1,Kontrak/sewa,2 atau lebih,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,90,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,36,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Bebas Sewa,1,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,80,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,68,Ya,3,Tidak Ada,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,96,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,37,Ya,4,2,Tidak Ada,1,Bebas Sewa,Tidak Ada,Desa,Tidak
Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,42,Listrik,LPG 3Kg,Leding,Ya,Tidak,Perempuan,63,Ya,4,Tidak Ada,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,48,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Perempuan,61,Ya,1,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,120,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,44,Ya,5 atau lebih,3 atau lebih,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,200,Listrik,LPG 12kg/5.5kg/Bluegaz,Sumur bor/pompa,Tidak,Tidak,Laki-Laki,61,Ya,3,Tidak Ada,1,1,Milik sendiri,1,Desa,Tidak
Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,Ya,Tidak,Ya,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,42,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,50,Ya,4,1,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,30,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,60,Ya,1,Tidak Ada,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Rawan,SMA,Ya,Tidak,Ya,Ya,Tidak,Ya,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,96,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Perempuan,51,Ya,2,1,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,150,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,91,Tidak,2,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,72,Listrik,LPG 3Kg,Lainnya,Ya,Tidak,Laki-Laki,45,Ya,4,2,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,100,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,31,Ya,2,Tidak Ada,Tidak Ada,Tidak Ada,Kontrak/sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,42,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,54,Ya,4,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,1,Kota,Tidak
Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,40,Listrik,LPG 3Kg,Leding,Ya,Tidak,Laki-Laki,25,Ya,3,1,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Rawan,SD,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Lainnya,Lainnya,Kayu/Papan,40,Listrik,LPG 3Kg,Lainnya,Ya,Tidak,Laki-Laki,52,Ya,2,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Rawan,SD,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,96,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Perempuan,33,Ya,3,1,Tidak Ada,Tidak Ada,Bebas Sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,49,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,51,Ya,4,2,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Kayu/Papan,500,Listrik,LPG 12kg/5.5kg/Bluegaz,Sumur bor/pompa,Tidak,Ya,Laki-Laki,48,Ya,5 atau lebih,1,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,36,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Perempuan,62,Ya,1,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Kayu/Papan,36,Listrik,Minyak tanah,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,62,Tidak,2,Tidak Ada,1,1,Kontrak/sewa,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,64,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,35,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Bebas Sewa,1,Desa,Tidak
Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,Ya,Tidak,Ya,Ya,Seng,Semen/bata merah,Kayu/Papan,35,Listrik,Kayu Bakar,Lainnya,Tidak,Ya,Laki-Laki,50,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,84,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,45,Ya,5 atau lebih,2,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,30,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,51,Ya,4,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,80,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,40,Ya,5 atau lebih,3 atau lebih,Tidak Ada,Tidak Ada,Bebas Sewa,2 atau lebih,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,35,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,52,Ya,4,1,Tidak Ada,2 atau lebih,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SD,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,120,Listrik,Tidak Memasak,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,91,Tidak,1,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
